,area,centroid,mean_intensity,perimeter,row,column,circularity
1,1754,"(36.936716077537056, 113.92930444697834)",0.6304089252576742,153.53910524340094,1,2,0.9349781080341019
2,1920,"(38.4578125, 220.50989583333333)",0.6256311274509804,161.78174593052023,1,4,0.9218325876940741
3,2388,"(40.59924623115578, 2566.243718592965)",0.6350264393864749,181.4386001800126,1,48,0.9115590629574549
4,1514,"(37.50990752972259, 60.064729194187585)",0.6318128836739452,142.71067811865476,1,1,0.9341632962170469
5,1538,"(37.97074122236671, 167.0773732119636)",0.62792269053265,143.29646455628165,1,3,0.9412288890264808
6,2091,"(42.88235294117647, 1286.6547106647538)",0.6422107819694115,168.02438661763952,1,24,0.9307204566144754
7,1698,"(39.9075382803298, 2458.3362779740874)",0.6248042679969514,150.71067811865476,1,46,0.9394193512757113
8,1290,"(40.8077519379845, 327.07209302325583)",0.6234138926888585,132.46803743153546,1,6,0.923798749657403
9,1393,"(41.23402727925341, 380.81694185211774)",0.6275466970707881,138.12489168102786,1,7,0.9175232531197692
10,1405,"(41.4797153024911, 2139.438434163701)",0.6313278905868397,137.05382386916236,1,40,0.9399480995156927
11,1302,"(40.34715821812596, 2510.805683563748)",0.6172916478419325,131.63961030678928,1,47,0.9441645110743361
12,1104,"(40.403985507246375, 273.9103260869565)",0.6163292128445582,122.22539674441617,1,5,0.9286584741578974
13,1490,"(43.43288590604027, 967.5604026845638)",0.6247795762600342,142.12489168102786,1,18,0.9269489973641889
14,1435,"(43.040418118466896, 1181.0452961672474)",0.6227833572453372,139.88225099390854,1,22,0.9215874252495786
15,1312,"(41.65015243902439, 2086.050304878049)",0.6189412960306073,132.22539674441617,1,39,0.943004882750605
16,1307,"(41.25478194338179, 2405.008416220352)",0.6094573713188411,132.22539674441617,1,45,0.9394111141425615
17,1244,"(41.59324758842444, 1925.605305466238)",0.6216348275644663,128.81118318204307,1,36,0.9421566233234383
18,1113,"(41.36657681940701, 2245.7412398921833)",0.6210947271990558,122.81118318204308,1,42,0.927319083819198
19,1105,"(41.01266968325792, 2351.8506787330316)",0.6225499068405643,121.39696961966999,1,44,0.9422289645240625
20,1084,"(41.67343173431734, 434.1060885608856)",0.6263114101729254,119.9827560572969,1,8,0.9462403836241288
21,1284,"(43.06853582554517, 647.1285046728972)",0.6233247816260462,131.63961030678928,1,12,0.9311115454834467
22,1301,"(43.7271329746349, 754.0407378939277)",0.6223448026405027,132.22539674441617,1,14,0.9350985918129094
23,1301,"(43.38970023059185, 807.260568793236)",0.6217449623969497,132.22539674441617,1,15,0.9350985918129094
24,1310,"(43.66641221374046, 1021.0312977099237)",0.6231671905403384,132.22539674441617,1,19,0.9415673753073877
25,1125,"(42.23466666666667, 1819.408)",0.609443137254902,122.56854249492379,1,34,0.9410318937133835
26,1154,"(42.582322357019066, 1979.2253032928943)",0.6146430149182723,124.81118318204308,1,37,0.9309120937678741
27,1134,"(42.02116402116402, 2192.7186948853614)",0.6122142684234188,122.56854249492379,1,41,0.9485601488630905
28,1089,"(42.882460973370065, 486.92561983471074)",0.6177929022848808,120.5685424949238,1,9,0.9413903061867359
29,1118,"(42.71645796064401, 540.3372093023256)",0.6312357501139991,121.9827560572969,1,10,0.9441799734027678
30,1154,"(43.7001733102253, 860.5632582322357)",0.6280728582594216,123.9827560572969,1,16,0.943393979625276
31,1143,"(43.500437445319335, 1074.5118110236222)",0.6158132194260031,124.5685424949238,1,20,0.9256340634351116
32,1128,"(43.558510638297875, 1552.5709219858156)",0.6159192045612573,122.8111831820431,1,29,0.9398166455957369
